ncpu        =        336
ndim        =          3
levelmin    =          5
levelmax    =         25
ngridmax    =     500000
nstep_coarse=       8069

boxlen      =  0.100000000000000E+01
time        = -0.788303109023379E+01
aexp        =  0.971988642194204E-01
H0          =  0.700000000000000E+02
omega_m     =  0.270000010728836E+00
omega_l     =  0.730000019073486E+00
omega_k     = -0.298023223876953E-07
omega_b     =  0.440000000000000E-01
unit_l      =  0.147547872622179E+26
unit_d      =  0.270853305560610E-26
unit_t      =  0.415695245043994E+16

ordering type=hilbert                                                                         
   DOMAIN   ind_min                 ind_max
       1   0.000000000000000E+00   0.254842686221117E+23
       2   0.254842686221117E+23   0.254842689929808E+23
       3   0.254842689929808E+23   0.254842689929810E+23
       4   0.254842689929810E+23   0.254842689929885E+23
       5   0.254842689929885E+23   0.254842705310899E+23
       6   0.254842705310899E+23   0.254842716597686E+23
       7   0.254842716597686E+23   0.254842738121763E+23
       8   0.254842738121763E+23   0.254842739572389E+23
       9   0.254842739572389E+23   0.254842739588075E+23
      10   0.254842739588075E+23   0.254842739588101E+23
      11   0.254842739588101E+23   0.254842739599223E+23
      12   0.254842739599223E+23   0.254842739608032E+23
      13   0.254842739608032E+23   0.254842739608033E+23
      14   0.254842739608033E+23   0.254842739608160E+23
      15   0.254842739608160E+23   0.254842739608339E+23
      16   0.254842739608339E+23   0.254842739608348E+23
      17   0.254842739608348E+23   0.254842739608348E+23
      18   0.254842739608348E+23   0.254842739608348E+23
      19   0.254842739608348E+23   0.254842739608348E+23
      20   0.254842739608348E+23   0.254842739608348E+23
      21   0.254842739608348E+23   0.254842739608349E+23
      22   0.254842739608349E+23   0.254842739608349E+23
      23   0.254842739608349E+23   0.254842739608349E+23
      24   0.254842739608349E+23   0.254842739608349E+23
      25   0.254842739608349E+23   0.254842739608349E+23
      26   0.254842739608349E+23   0.254842739608349E+23
      27   0.254842739608349E+23   0.254842739608349E+23
      28   0.254842739608349E+23   0.254842739608349E+23
      29   0.254842739608349E+23   0.254842739608352E+23
      30   0.254842739608352E+23   0.254842739608359E+23
      31   0.254842739608359E+23   0.254842739608361E+23
      32   0.254842739608361E+23   0.254842739608372E+23
      33   0.254842739608372E+23   0.254842739608373E+23
      34   0.254842739608373E+23   0.254842739608477E+23
      35   0.254842739608477E+23   0.254842739608588E+23
      36   0.254842739608588E+23   0.254842739608600E+23
      37   0.254842739608600E+23   0.254842739608606E+23
      38   0.254842739608606E+23   0.254842739608625E+23
      39   0.254842739608625E+23   0.254842739608630E+23
      40   0.254842739608630E+23   0.254842739608630E+23
      41   0.254842739608630E+23   0.254842739608630E+23
      42   0.254842739608630E+23   0.254842739608630E+23
      43   0.254842739608630E+23   0.254842739608630E+23
      44   0.254842739608630E+23   0.254842739608631E+23
      45   0.254842739608631E+23   0.254842739608631E+23
      46   0.254842739608631E+23   0.254842739608633E+23
      47   0.254842739608633E+23   0.254842739608634E+23
      48   0.254842739608634E+23   0.254842739608634E+23
      49   0.254842739608634E+23   0.254842739608634E+23
      50   0.254842739608634E+23   0.254842739608634E+23
      51   0.254842739608634E+23   0.254842739608634E+23
      52   0.254842739608634E+23   0.254842739608635E+23
      53   0.254842739608635E+23   0.254842739608635E+23
      54   0.254842739608635E+23   0.254842739608635E+23
      55   0.254842739608635E+23   0.254842739608635E+23
      56   0.254842739608635E+23   0.254842739608637E+23
      57   0.254842739608637E+23   0.254842739608638E+23
      58   0.254842739608638E+23   0.254842739608638E+23
      59   0.254842739608638E+23   0.254842739608640E+23
      60   0.254842739608640E+23   0.254842739608640E+23
      61   0.254842739608640E+23   0.254842739608640E+23
      62   0.254842739608640E+23   0.254842739608640E+23
      63   0.254842739608640E+23   0.254842739608640E+23
      64   0.254842739608640E+23   0.254842739608640E+23
      65   0.254842739608640E+23   0.254842739608640E+23
      66   0.254842739608640E+23   0.254842739608640E+23
      67   0.254842739608640E+23   0.254842739608640E+23
      68   0.254842739608640E+23   0.254842739608640E+23
      69   0.254842739608640E+23   0.254842739608640E+23
      70   0.254842739608640E+23   0.254842739608640E+23
      71   0.254842739608640E+23   0.254842739608640E+23
      72   0.254842739608640E+23   0.254842739608640E+23
      73   0.254842739608640E+23   0.254842739608640E+23
      74   0.254842739608640E+23   0.254842739608640E+23
      75   0.254842739608640E+23   0.254842739608640E+23
      76   0.254842739608640E+23   0.254842739608640E+23
      77   0.254842739608640E+23   0.254842739608640E+23
      78   0.254842739608640E+23   0.254842739608640E+23
      79   0.254842739608640E+23   0.254842739608640E+23
      80   0.254842739608640E+23   0.254842739608640E+23
      81   0.254842739608640E+23   0.254842739608640E+23
      82   0.254842739608640E+23   0.254842739608640E+23
      83   0.254842739608640E+23   0.254842739608640E+23
      84   0.254842739608640E+23   0.254842739608640E+23
      85   0.254842739608640E+23   0.254842739608640E+23
      86   0.254842739608640E+23   0.254842739608640E+23
      87   0.254842739608640E+23   0.254842739608641E+23
      88   0.254842739608641E+23   0.254842739608641E+23
      89   0.254842739608641E+23   0.254842739608641E+23
      90   0.254842739608641E+23   0.254842739608641E+23
      91   0.254842739608641E+23   0.254842739608641E+23
      92   0.254842739608641E+23   0.254842739608641E+23
      93   0.254842739608641E+23   0.254842739608641E+23
      94   0.254842739608641E+23   0.254842739608641E+23
      95   0.254842739608641E+23   0.254842739608641E+23
      96   0.254842739608641E+23   0.254842739608641E+23
      97   0.254842739608641E+23   0.254842739608641E+23
      98   0.254842739608641E+23   0.254842739608641E+23
      99   0.254842739608641E+23   0.254842739608642E+23
     100   0.254842739608642E+23   0.254842739608642E+23
     101   0.254842739608642E+23   0.254842739608642E+23
     102   0.254842739608642E+23   0.254842739608642E+23
     103   0.254842739608642E+23   0.254842739608642E+23
     104   0.254842739608642E+23   0.254842739608642E+23
     105   0.254842739608642E+23   0.254842739608642E+23
     106   0.254842739608642E+23   0.254842739608642E+23
     107   0.254842739608642E+23   0.254842739608642E+23
     108   0.254842739608642E+23   0.254842739608642E+23
     109   0.254842739608642E+23   0.254842739608642E+23
     110   0.254842739608642E+23   0.254842739608642E+23
     111   0.254842739608642E+23   0.254842739608642E+23
     112   0.254842739608642E+23   0.254842739608642E+23
     113   0.254842739608642E+23   0.254842739608642E+23
     114   0.254842739608642E+23   0.254842739608642E+23
     115   0.254842739608642E+23   0.254842739608642E+23
     116   0.254842739608642E+23   0.254842739608643E+23
     117   0.254842739608643E+23   0.254842739608644E+23
     118   0.254842739608644E+23   0.254842739608644E+23
     119   0.254842739608644E+23   0.254842739608644E+23
     120   0.254842739608644E+23   0.254842739608644E+23
     121   0.254842739608644E+23   0.254842739608644E+23
     122   0.254842739608644E+23   0.254842739608644E+23
     123   0.254842739608644E+23   0.254842739608644E+23
     124   0.254842739608644E+23   0.254842739608644E+23
     125   0.254842739608644E+23   0.254842739608644E+23
     126   0.254842739608644E+23   0.254842739608645E+23
     127   0.254842739608645E+23   0.254842739608645E+23
     128   0.254842739608645E+23   0.254842739608645E+23
     129   0.254842739608645E+23   0.254842739608645E+23
     130   0.254842739608645E+23   0.254842739608645E+23
     131   0.254842739608645E+23   0.254842739608646E+23
     132   0.254842739608646E+23   0.254842739608646E+23
     133   0.254842739608646E+23   0.254842739608646E+23
     134   0.254842739608646E+23   0.254842739608646E+23
     135   0.254842739608646E+23   0.254842739608646E+23
     136   0.254842739608646E+23   0.254842739608646E+23
     137   0.254842739608646E+23   0.254842739608646E+23
     138   0.254842739608646E+23   0.254842739608646E+23
     139   0.254842739608646E+23   0.254842739608648E+23
     140   0.254842739608648E+23   0.254842739608648E+23
     141   0.254842739608648E+23   0.254842739608648E+23
     142   0.254842739608648E+23   0.254842739608648E+23
     143   0.254842739608648E+23   0.254842739608648E+23
     144   0.254842739608648E+23   0.254842739608648E+23
     145   0.254842739608648E+23   0.254842739608648E+23
     146   0.254842739608648E+23   0.254842739608648E+23
     147   0.254842739608648E+23   0.254842739608648E+23
     148   0.254842739608648E+23   0.254842739608648E+23
     149   0.254842739608648E+23   0.254842739608648E+23
     150   0.254842739608648E+23   0.254842739608649E+23
     151   0.254842739608649E+23   0.254842739608649E+23
